model,subj,a_0,b_0,p_0,h_0,a_opt,b_opt,p_opt,h_opt,nll
abstract-hierarchical,3,0.75,1.0,0.05,1.0,0.3659673747515662,0.2363235531434169,0.4863938921715861,1.0,1356.124695362265
abstract-hierarchical,4,0.25,0.1,0.05,1.0,0.3823644444961239,0.16371101185955095,0.2658227212055369,1.0,785.5842079991221
abstract-hierarchical,4,0.25,1.0,0.05,1.0,0.38236459059387556,0.163711326842398,0.26582279991584684,1.0,785.5842079989573
abstract-hierarchical,4,0.5,0.1,0.05,1.0,0.3823657473333541,0.16371164870785856,0.2658229044350513,1.0,785.5842079991553
abstract-hierarchical,4,0.5,1.0,0.05,1.0,0.3823662567560914,0.16371159618303982,0.2658225289123501,1.0,785.5842079994005
abstract-hierarchical,4,0.75,0.1,0.05,1.0,0.3823387147101021,0.16370232623865297,0.2658231228109708,1.0,785.5842080724412
abstract-hierarchical,4,0.75,1.0,0.05,1.0,0.38236450510315917,0.1637114102628278,0.2658227812543072,1.0,785.5842079989858
abstract-hierarchical,5,0.25,0.1,0.05,1.0,0.47494477400631485,0.23843905775988553,0.44299063610253214,1.0,1166.9574504785912
abstract-hierarchical,5,0.25,1.0,0.05,1.0,0.47494639645934494,0.2384396169564644,0.44299071781734156,1.0,1166.9574504782497
abstract-hierarchical,5,0.5,0.1,0.05,1.0,0.4749457316816809,0.2384386458634446,0.44299069181889145,1.0,1166.957450479849
abstract-hierarchical,5,0.5,1.0,0.05,1.0,0.4749452486943887,0.23843990923379202,0.44299155861390715,1.0,1166.9574504807415
abstract-hierarchical,5,0.75,0.1,0.05,1.0,0.474945863974545,0.23843948044576996,0.4429905285652054,1.0,1166.9574504782533
abstract-hierarchical,5,0.75,1.0,0.05,1.0,0.47494710558165587,0.23843910390191456,0.4429897739264353,1.0,1166.957450481053
abstract-hierarchical,6,0.25,0.1,0.05,1.0,0.2142123861389008,0.1223107207014205,0.20842057762953883,1.0,707.3913527003072
abstract-hierarchical,6,0.25,1.0,0.05,1.0,0.21421237596930634,0.1223115197340564,0.208421069755689,1.0,707.3913526974118
abstract-hierarchical,6,0.5,0.1,0.05,1.0,0.21421369886389377,0.12231254895202631,0.2084210649200889,1.0,707.391352697836
abstract-hierarchical,6,0.5,1.0,0.05,1.0,0.21421497473145942,0.12231293190990086,0.2084206343801287,1.0,707.3913526981337
abstract-hierarchical,6,0.75,0.1,0.05,1.0,0.2142121557014371,0.12231153833540492,0.2084209568223806,1.0,707.39135269748
abstract-hierarchical,6,0.75,1.0,0.05,1.0,0.21421099890290274,0.12231064959460602,0.20842091784674144,1.0,707.3913526980568
abstract-hierarchical,7,0.25,0.1,0.05,1.0,0.5269437206333253,0.24307024416465534,0.7852940829273842,1.0,1418.7363265393083
abstract-hierarchical,7,0.25,1.0,0.05,1.0,0.526943740600033,0.24307032871648937,0.7852941276533001,1.0,1418.736326539291
abstract-hierarchical,7,0.5,0.1,0.05,1.0,0.5269436963711366,0.24307031001774262,0.785294099111721,1.0,1418.736326539292
abstract-hierarchical,7,0.5,1.0,0.05,1.0,0.5269464897242807,0.2430707311196697,0.7852933664761839,1.0,1418.7363265454017
abstract-hierarchical,7,0.75,0.1,0.05,1.0,0.5269437732484069,0.24307036134262808,0.785293987605775,1.0,1418.7363265393717
abstract-hierarchical,7,0.75,1.0,0.05,1.0,0.5269436620644571,0.24307029629634008,0.785294069784999,1.0,1418.7363265393017
abstract-hierarchical,8,0.25,0.1,0.05,1.0,0.18012455040294148,0.13505619676287964,0.2936774611431741,1.0,939.9667847772095
abstract-hierarchical,8,0.25,1.0,0.05,1.0,0.18012449638990885,0.13514430180482065,0.2936623315399355,1.0,939.9667654544636
abstract-hierarchical,8,0.5,0.1,0.05,1.0,0.38583038808371833,0.21285766563463762,0.29352009897330217,1.0,952.395499300712
abstract-hierarchical,8,0.5,1.0,0.05,1.0,0.18012453260943698,0.1350800938061266,0.29400779331126387,1.0,939.9670967080195
abstract-hierarchical,8,0.75,0.1,0.05,1.0,0.1801244576732395,0.13511314532392865,0.2936697738627645,1.0,939.9667653362935
abstract-hierarchical,8,0.75,1.0,0.05,1.0,0.1801245494782513,0.13513602276713707,0.2936293839297516,1.0,939.9667625940423
abstract-hierarchical,9,0.25,0.1,0.05,1.0,0.4074609098425848,0.1399605752873827,0.16397233277264714,1.0,556.0383218713453
abstract-hierarchical,9,0.25,1.0,0.05,1.0,0.4074577026328898,0.13995987372844446,0.1639722939823318,1.0,556.0383218712303
abstract-hierarchical,9,0.5,0.1,0.05,1.0,0.40745888804750513,0.13996017220266269,0.16397217888277046,1.0,556.0383218712502
abstract-hierarchical,9,0.5,1.0,0.05,1.0,0.40745815114446077,0.13996000971594738,0.16397226427821063,1.0,556.0383218712172
abstract-hierarchical,9,0.75,0.1,0.05,1.0,0.4074534287852342,0.13995796294931226,0.16397129491856102,1.0,556.0383218769606
abstract-hierarchical,9,0.75,1.0,0.05,1.0,0.4075099894170259,0.13996942697028866,0.16397046068294882,1.0,556.0383219508076
abstract-hierarchical,10,0.25,0.1,0.05,1.0,0.22954771250094705,0.2133462110249845,0.5644694650830696,1.0,1680.5754122317571
abstract-hierarchical,10,0.25,1.0,0.05,1.0,0.229545902011607,0.21334544494791557,0.5644700213067633,1.0,1680.5754122314788
abstract-hierarchical,10,0.5,0.1,0.05,1.0,0.2295482241287918,0.21334658283738767,0.5644698887696752,1.0,1680.5754122312305
abstract-hierarchical,10,0.5,1.0,0.05,1.0,0.22955261165542856,0.21334987918992826,0.5644709335982916,1.0,1680.5754122396843
abstract-hierarchical,10,0.75,0.1,0.05,1.0,0.22954842491415717,0.21334673764861573,0.5644697263132655,1.0,1680.575412231376
abstract-hierarchical,10,0.75,1.0,0.05,1.0,0.22954734459095513,0.2133460137577634,0.5644697965490126,1.0,1680.5754122312057
abstract-hierarchical,11,0.25,0.1,0.05,1.0,0.4337979784705816,0.18490722935523515,0.3099421549471141,1.0,937.3214855662569
abstract-hierarchical,11,0.25,1.0,0.05,1.0,0.43378975000896397,0.18490478874302635,0.30994147731610944,1.0,937.3214855557682
abstract-hierarchical,11,0.5,0.1,0.05,1.0,0.43378767267259394,0.1849037011649028,0.3099413280620077,1.0,937.3214855548439
abstract-hierarchical,11,0.5,1.0,0.05,1.0,0.43378777769114807,0.18490429335612124,0.30994120368189004,1.0,937.3214855556797
abstract-hierarchical,11,0.75,0.1,0.05,1.0,0.43378848941986137,0.18490456882166947,0.30994541285490873,1.0,937.3214855921243
abstract-hierarchical,11,0.75,1.0,0.05,1.0,0.4338146477819558,0.18491168538845573,0.30993628450716765,1.0,937.3214856802007
abstract-hierarchical,12,0.25,0.1,0.05,1.0,0.26096355598821575,0.14652268268310806,0.2915763863497639,1.0,842.519797494273
abstract-hierarchical,12,0.25,1.0,0.05,1.0,0.26096411508088874,0.14652327752387073,0.29157665805637056,1.0,842.5197974939347
abstract-hierarchical,12,0.5,0.1,0.05,1.0,0.2609702426309001,0.14652555745038215,0.29157553089207716,1.0,842.519797502309
abstract-hierarchical,12,0.5,1.0,0.05,1.0,0.260973172191146,0.14652711165500248,0.29158071141560205,1.0,842.5197975438864
abstract-hierarchical,12,0.75,0.1,0.05,1.0,0.2609630148796838,0.14652314790256865,0.2915765946624363,1.0,842.5197974946213
abstract-hierarchical,12,0.75,1.0,0.05,1.0,0.2609571881156952,0.14652314136584998,0.29158164754002486,1.0,842.51979757655
